Date,LGA,Confirmed cases (ever),Active cases (current),
13/07/2020,PORT PHILLIP,72,19,
14/07/2020,PORT PHILLIP,72,17,
15/07/2020,PORT PHILLIP,75,20,
16/07/2020,PORT PHILLIP,74,18,
17/07/2020,PORT PHILLIP,82,25,
18/07/2020,PORT PHILLIP,85,28,
19/07/2020,PORT PHILLIP,86,27,
20/07/2020,PORT PHILLIP,92,32,
21/07/2020,PORT PHILLIP,97,34,
22/07/2020,PORT PHILLIP,99,35,
23/07/2020,PORT PHILLIP,102,37,
24/07/2020,PORT PHILLIP,102,35,
25/07/2020,PORT PHILLIP,111,42,
26/07/2020,PORT PHILLIP,114,44,
27/07/2020,PORT PHILLIP,117,46,
28/07/2020,PORT PHILLIP,120,47,
29/07/2020,PORT PHILLIP,124,48,
30/07/2020,PORT PHILLIP,126,46,
14/07/2020,PYRENEES,0,0,
15/07/2020,PYRENEES,0,0,
16/07/2020,PYRENEES,0,0,
17/07/2020,PYRENEES,0,0,
19/07/2020,PYRENEES,0,0,
20/07/2020,PYRENEES,0,0,
21/07/2020,PYRENEES,0,0,
22/07/2020,PYRENEES,0,0,
23/07/2020,PYRENEES,0,0,
24/07/2020,PYRENEES,0,0,
25/07/2020,PYRENEES,0,0,
26/07/2020,PYRENEES,0,0,
27/07/2020,PYRENEES,0,0,
28/07/2020,PYRENEES,0,0,
29/07/2020,PYRENEES,0,0,
30/07/2020,PYRENEES,0,0,
14/07/2020,QUEENSCLIFFE,0,0,
15/07/2020,QUEENSCLIFFE,0,0,
16/07/2020,QUEENSCLIFFE,0,0,
17/07/2020,QUEENSCLIFFE,0,0,
19/07/2020,QUEENSCLIFFE,0,0,
20/07/2020,QUEENSCLIFFE,0,0,
21/07/2020,QUEENSCLIFFE,0,0,
22/07/2020,QUEENSCLIFFE,0,0,
23/07/2020,QUEENSCLIFFE,0,0,
24/07/2020,QUEENSCLIFFE,0,0,
25/07/2020,QUEENSCLIFFE,0,0,
26/07/2020,QUEENSCLIFFE,0,0,
27/07/2020,QUEENSCLIFFE,0,0,
28/07/2020,QUEENSCLIFFE,0,0,
29/07/2020,QUEENSCLIFFE,0,0,
30/07/2020,QUEENSCLIFFE,0,0,
7/05/2020,SOUTH GIPPSLAND,5,0,
8/05/2020,SOUTH GIPPSLAND,5,0,
9/05/2020,SOUTH GIPPSLAND,5,0,
10/05/2020,SOUTH GIPPSLAND,5,0,
11/05/2020,SOUTH GIPPSLAND,5,0,
12/05/2020,SOUTH GIPPSLAND,5,0,
13/05/2020,SOUTH GIPPSLAND,5,0,
14/05/2020,SOUTH GIPPSLAND,5,0,
15/05/2020,SOUTH GIPPSLAND,5,0,
16/05/2020,SOUTH GIPPSLAND,5,0,
17/05/2020,SOUTH GIPPSLAND,5,0,
18/05/2020,SOUTH GIPPSLAND,5,0,
19/05/2020,SOUTH GIPPSLAND,5,0,
20/05/2020,SOUTH GIPPSLAND,5,0,
21/05/2020,SOUTH GIPPSLAND,5,0,
22/05/2020,SOUTH GIPPSLAND,5,0,
23/05/2020,SOUTH GIPPSLAND,5,0,
24/05/2020,SOUTH GIPPSLAND,5,0,
25/05/2020,SOUTH GIPPSLAND,5,0,
26/05/2020,SOUTH GIPPSLAND,5,0,
27/05/2020,SOUTH GIPPSLAND,5,0,
28/05/2020,SOUTH GIPPSLAND,5,0,
29/05/2020,SOUTH GIPPSLAND,5,0,
30/05/2020,SOUTH GIPPSLAND,5,0,
31/05/2020,SOUTH GIPPSLAND,5,0,
1/06/2020,SOUTH GIPPSLAND,5,0,
2/06/2020,SOUTH GIPPSLAND,5,0,
3/06/2020,SOUTH GIPPSLAND,5,0,
4/06/2020,SOUTH GIPPSLAND,5,0,
5/06/2020,SOUTH GIPPSLAND,5,0,
6/06/2020,SOUTH GIPPSLAND,5,0,
7/06/2020,SOUTH GIPPSLAND,5,0,
8/06/2020,SOUTH GIPPSLAND,5,0,
9/06/2020,SOUTH GIPPSLAND,5,0,
10/06/2020,SOUTH GIPPSLAND,5,0,
11/06/2020,SOUTH GIPPSLAND,5,0,
12/06/2020,SOUTH GIPPSLAND,5,0,
13/06/2020,SOUTH GIPPSLAND,5,0,
14/06/2020,SOUTH GIPPSLAND,5,0,
15/06/2020,SOUTH GIPPSLAND,5,0,
16/06/2020,SOUTH GIPPSLAND,5,0,
17/06/2020,SOUTH GIPPSLAND,5,0,
18/06/2020,SOUTH GIPPSLAND,5,0,
19/06/2020,SOUTH GIPPSLAND,5,0,
20/06/2020,SOUTH GIPPSLAND,5,0,
21/06/2020,SOUTH GIPPSLAND,5,0,
22/06/2020,SOUTH GIPPSLAND,5,0,
23/06/2020,SOUTH GIPPSLAND,5,0,
24/06/2020,SOUTH GIPPSLAND,5,0,
25/06/2020,SOUTH GIPPSLAND,5,0,
26/06/2020,SOUTH GIPPSLAND,5,0,
27/06/2020,SOUTH GIPPSLAND,5,0,
28/06/2020,SOUTH GIPPSLAND,5,0,
29/06/2020,SOUTH GIPPSLAND,5,0,
30/06/2020,SOUTH GIPPSLAND,5,0,
1/07/2020,SOUTH GIPPSLAND,5,0,
2/07/2020,SOUTH GIPPSLAND,5,0,
3/07/2020,SOUTH GIPPSLAND,5,0,
4/07/2020,SOUTH GIPPSLAND,5,0,
5/07/2020,SOUTH GIPPSLAND,5,0,
6/07/2020,SOUTH GIPPSLAND,5,0,
7/07/2020,SOUTH GIPPSLAND,5,0,
8/07/2020,SOUTH GIPPSLAND,5,0,
9/07/2020,SOUTH GIPPSLAND,5,0,
10/07/2020,SOUTH GIPPSLAND,6,1,
11/07/2020,SOUTH GIPPSLAND,6,1,
12/07/2020,SOUTH GIPPSLAND,6,1,
13/07/2020,SOUTH GIPPSLAND,6,1,
14/07/2020,SOUTH GIPPSLAND,7,2,
15/07/2020,SOUTH GIPPSLAND,7,2,
16/07/2020,SOUTH GIPPSLAND,8,3,
17/07/2020,SOUTH GIPPSLAND,7,2,
18/07/2020,SOUTH GIPPSLAND,7,2,
19/07/2020,SOUTH GIPPSLAND,7,2,
20/07/2020,SOUTH GIPPSLAND,8,3,
21/07/2020,SOUTH GIPPSLAND,8,3,
22/07/2020,SOUTH GIPPSLAND,8,3,
23/07/2020,SOUTH GIPPSLAND,8,3,
24/07/2020,SOUTH GIPPSLAND,9,4,
25/07/2020,SOUTH GIPPSLAND,9,4,
26/07/2020,SOUTH GIPPSLAND,9,4,
27/07/2020,SOUTH GIPPSLAND,9,4,
28/07/2020,SOUTH GIPPSLAND,9,4,
29/07/2020,SOUTH GIPPSLAND,9,3,
30/07/2020,SOUTH GIPPSLAND,9,3,
7/05/2020,SOUTHERN GRAMPIANS,2,0,
8/05/2020,SOUTHERN GRAMPIANS,2,0,
9/05/2020,SOUTHERN GRAMPIANS,2,0,
10/05/2020,SOUTHERN GRAMPIANS,2,0,
11/05/2020,SOUTHERN GRAMPIANS,2,0,
12/05/2020,SOUTHERN GRAMPIANS,2,0,
13/05/2020,SOUTHERN GRAMPIANS,2,0,
14/05/2020,SOUTHERN GRAMPIANS,2,0,
15/05/2020,SOUTHERN GRAMPIANS,2,0,
16/05/2020,SOUTHERN GRAMPIANS,2,0,
17/05/2020,SOUTHERN GRAMPIANS,2,0,
18/05/2020,SOUTHERN GRAMPIANS,2,0,
19/05/2020,SOUTHERN GRAMPIANS,2,0,
20/05/2020,SOUTHERN GRAMPIANS,2,0,
21/05/2020,SOUTHERN GRAMPIANS,2,0,
22/05/2020,SOUTHERN GRAMPIANS,2,0,
23/05/2020,SOUTHERN GRAMPIANS,2,0,
24/05/2020,SOUTHERN GRAMPIANS,2,0,
25/05/2020,SOUTHERN GRAMPIANS,2,0,
26/05/2020,SOUTHERN GRAMPIANS,2,0,
27/05/2020,SOUTHERN GRAMPIANS,2,0,
28/05/2020,SOUTHERN GRAMPIANS,2,0,
29/05/2020,SOUTHERN GRAMPIANS,2,0,
30/05/2020,SOUTHERN GRAMPIANS,2,0,
31/05/2020,SOUTHERN GRAMPIANS,2,0,
1/06/2020,SOUTHERN GRAMPIANS,2,0,
2/06/2020,SOUTHERN GRAMPIANS,2,0,
3/06/2020,SOUTHERN GRAMPIANS,2,0,
4/06/2020,SOUTHERN GRAMPIANS,2,0,
5/06/2020,SOUTHERN GRAMPIANS,2,0,
6/06/2020,SOUTHERN GRAMPIANS,2,0,
7/06/2020,SOUTHERN GRAMPIANS,2,0,
8/06/2020,SOUTHERN GRAMPIANS,2,0,
9/06/2020,SOUTHERN GRAMPIANS,2,0,
10/06/2020,SOUTHERN GRAMPIANS,2,0,
11/06/2020,SOUTHERN GRAMPIANS,2,0,
12/06/2020,SOUTHERN GRAMPIANS,2,0,
13/06/2020,SOUTHERN GRAMPIANS,2,0,
14/06/2020,SOUTHERN GRAMPIANS,2,0,
15/06/2020,SOUTHERN GRAMPIANS,2,0,
16/06/2020,SOUTHERN GRAMPIANS,2,0,
17/06/2020,SOUTHERN GRAMPIANS,2,0,
18/06/2020,SOUTHERN GRAMPIANS,2,0,
19/06/2020,SOUTHERN GRAMPIANS,2,0,
20/06/2020,SOUTHERN GRAMPIANS,2,0,
21/06/2020,SOUTHERN GRAMPIANS,2,0,
22/06/2020,SOUTHERN GRAMPIANS,2,0,
23/06/2020,SOUTHERN GRAMPIANS,2,0,
24/06/2020,SOUTHERN GRAMPIANS,2,0,
25/06/2020,SOUTHERN GRAMPIANS,2,0,
26/06/2020,SOUTHERN GRAMPIANS,2,0,
27/06/2020,SOUTHERN GRAMPIANS,2,0,
28/06/2020,SOUTHERN GRAMPIANS,2,0,
29/06/2020,SOUTHERN GRAMPIANS,2,0,
30/06/2020,SOUTHERN GRAMPIANS,2,0,
1/07/2020,SOUTHERN GRAMPIANS,2,0,
2/07/2020,SOUTHERN GRAMPIANS,2,0,
3/07/2020,SOUTHERN GRAMPIANS,2,0,
4/07/2020,SOUTHERN GRAMPIANS,2,0,
5/07/2020,SOUTHERN GRAMPIANS,2,0,
6/07/2020,SOUTHERN GRAMPIANS,2,0,
7/07/2020,SOUTHERN GRAMPIANS,2,0,
8/07/2020,SOUTHERN GRAMPIANS,2,0,
9/07/2020,SOUTHERN GRAMPIANS,2,0,
10/07/2020,SOUTHERN GRAMPIANS,2,0,
11/07/2020,SOUTHERN GRAMPIANS,2,0,
12/07/2020,SOUTHERN GRAMPIANS,2,0,
13/07/2020,SOUTHERN GRAMPIANS,2,0,
14/07/2020,SOUTHERN GRAMPIANS,2,0,
15/07/2020,SOUTHERN GRAMPIANS,2,0,
16/07/2020,SOUTHERN GRAMPIANS,2,0,
17/07/2020,SOUTHERN GRAMPIANS,2,0,
18/07/2020,SOUTHERN GRAMPIANS,2,0,
19/07/2020,SOUTHERN GRAMPIANS,2,0,
20/07/2020,SOUTHERN GRAMPIANS,2,0,
21/07/2020,SOUTHERN GRAMPIANS,2,0,
22/07/2020,SOUTHERN GRAMPIANS,2,0,
23/07/2020,SOUTHERN GRAMPIANS,2,0,
24/07/2020,SOUTHERN GRAMPIANS,2,0,
25/07/2020,SOUTHERN GRAMPIANS,2,0,
26/07/2020,SOUTHERN GRAMPIANS,2,0,
27/07/2020,SOUTHERN GRAMPIANS,2,0,
28/07/2020,SOUTHERN GRAMPIANS,3,1,
29/07/2020,SOUTHERN GRAMPIANS,3,1,
30/07/2020,SOUTHERN GRAMPIANS,3,1,
7/05/2020,STONNINGTON,90,3,
8/05/2020,STONNINGTON,90,3,
9/05/2020,STONNINGTON,91,3,
10/05/2020,STONNINGTON,91,3,
11/05/2020,STONNINGTON,91,2,
12/05/2020,STONNINGTON,91,2,
13/05/2020,STONNINGTON,91,2,
14/05/2020,STONNINGTON,91,2,
15/05/2020,STONNINGTON,91,1,
16/05/2020,STONNINGTON,91,1,
17/05/2020,STONNINGTON,91,1,
18/05/2020,STONNINGTON,91,1,
19/05/2020,STONNINGTON,91,0,
20/05/2020,STONNINGTON,91,0,
21/05/2020,STONNINGTON,95,0,
22/05/2020,STONNINGTON,95,0,
23/05/2020,STONNINGTON,95,0,
24/05/2020,STONNINGTON,95,0,
25/05/2020,STONNINGTON,95,0,
26/05/2020,STONNINGTON,95,0,
27/05/2020,STONNINGTON,95,0,
28/05/2020,STONNINGTON,95,0,
29/05/2020,STONNINGTON,95,0,
30/05/2020,STONNINGTON,95,0,
31/05/2020,STONNINGTON,94,0,
1/06/2020,STONNINGTON,94,0,
2/06/2020,STONNINGTON,94,0,
3/06/2020,STONNINGTON,94,0,
4/06/2020,STONNINGTON,94,0,
5/06/2020,STONNINGTON,94,0,
6/06/2020,STONNINGTON,94,0,
7/06/2020,STONNINGTON,94,0,
8/06/2020,STONNINGTON,94,0,
9/06/2020,STONNINGTON,94,0,
10/06/2020,STONNINGTON,94,0,
11/06/2020,STONNINGTON,95,1,
12/06/2020,STONNINGTON,95,1,
13/06/2020,STONNINGTON,95,1,
14/06/2020,STONNINGTON,95,1,
15/06/2020,STONNINGTON,95,1,
16/06/2020,STONNINGTON,95,1,
17/06/2020,STONNINGTON,95,1,
18/06/2020,STONNINGTON,96,2,
19/06/2020,STONNINGTON,96,2,
20/06/2020,STONNINGTON,96,2,
21/06/2020,STONNINGTON,96,1,
22/06/2020,STONNINGTON,96,1,
23/06/2020,STONNINGTON,96,1,
24/06/2020,STONNINGTON,96,1,
25/06/2020,STONNINGTON,96,1,
26/06/2020,STONNINGTON,97,1,
27/06/2020,STONNINGTON,97,0,
28/06/2020,STONNINGTON,99,2,
29/06/2020,STONNINGTON,101,4,
30/06/2020,STONNINGTON,101,4,
1/07/2020,STONNINGTON,103,5,
2/07/2020,STONNINGTON,104,6,
3/07/2020,STONNINGTON,105,7,
4/07/2020,STONNINGTON,105,7,
5/07/2020,STONNINGTON,105,7,
6/07/2020,STONNINGTON,105,6,
7/07/2020,STONNINGTON,106,6,
8/07/2020,STONNINGTON,110,10,
9/07/2020,STONNINGTON,113,11,
10/07/2020,STONNINGTON,114,12,
11/07/2020,STONNINGTON,116,14,
12/07/2020,STONNINGTON,117,15,
13/07/2020,STONNINGTON,120,18,
14/07/2020,STONNINGTON,122,20,
15/07/2020,STONNINGTON,123,21,
16/07/2020,STONNINGTON,129,25,
17/07/2020,STONNINGTON,137,32,
18/07/2020,STONNINGTON,139,33,
19/07/2020,STONNINGTON,143,35,
20/07/2020,STONNINGTON,144,35,
21/07/2020,STONNINGTON,146,38,
22/07/2020,STONNINGTON,147,35,
23/07/2020,STONNINGTON,149,35,
24/07/2020,STONNINGTON,151,36,
25/07/2020,STONNINGTON,155,39,
26/07/2020,STONNINGTON,160,40,
27/07/2020,STONNINGTON,164,43,
28/07/2020,STONNINGTON,170,49,
29/07/2020,STONNINGTON,171,43,
30/07/2020,STONNINGTON,177,51,
7/05/2020,STRATHBOGIE,2,0,
8/05/2020,STRATHBOGIE,2,0,
9/05/2020,STRATHBOGIE,2,0,
10/05/2020,STRATHBOGIE,2,0,
11/05/2020,STRATHBOGIE,2,0,
12/05/2020,STRATHBOGIE,2,0,
13/05/2020,STRATHBOGIE,2,0,
14/05/2020,STRATHBOGIE,2,0,
15/05/2020,STRATHBOGIE,2,0,
16/05/2020,STRATHBOGIE,2,0,
17/05/2020,STRATHBOGIE,2,0,
18/05/2020,STRATHBOGIE,2,0,
19/05/2020,STRATHBOGIE,2,0,
20/05/2020,STRATHBOGIE,2,0,
21/05/2020,STRATHBOGIE,2,0,
22/05/2020,STRATHBOGIE,2,0,
23/05/2020,STRATHBOGIE,2,0,
24/05/2020,STRATHBOGIE,2,0,
25/05/2020,STRATHBOGIE,2,0,
26/05/2020,STRATHBOGIE,2,0,
27/05/2020,STRATHBOGIE,2,0,
28/05/2020,STRATHBOGIE,2,0,
29/05/2020,STRATHBOGIE,2,0,
30/05/2020,STRATHBOGIE,2,0,
31/05/2020,STRATHBOGIE,2,0,
1/06/2020,STRATHBOGIE,2,0,
2/06/2020,STRATHBOGIE,2,0,
3/06/2020,STRATHBOGIE,2,0,
4/06/2020,STRATHBOGIE,2,0,
5/06/2020,STRATHBOGIE,2,0,
6/06/2020,STRATHBOGIE,2,0,
7/06/2020,STRATHBOGIE,2,0,
8/06/2020,STRATHBOGIE,2,0,
9/06/2020,STRATHBOGIE,2,0,
10/06/2020,STRATHBOGIE,2,0,
11/06/2020,STRATHBOGIE,2,0,
12/06/2020,STRATHBOGIE,2,0,
13/06/2020,STRATHBOGIE,2,0,
14/06/2020,STRATHBOGIE,2,0,
15/06/2020,STRATHBOGIE,2,0,
16/06/2020,STRATHBOGIE,2,0,
17/06/2020,STRATHBOGIE,2,0,
18/06/2020,STRATHBOGIE,2,0,
19/06/2020,STRATHBOGIE,2,0,
20/06/2020,STRATHBOGIE,2,0,
21/06/2020,STRATHBOGIE,2,0,
22/06/2020,STRATHBOGIE,2,0,
23/06/2020,STRATHBOGIE,2,0,
24/06/2020,STRATHBOGIE,2,0,
25/06/2020,STRATHBOGIE,2,0,
26/06/2020,STRATHBOGIE,2,0,
27/06/2020,STRATHBOGIE,2,0,
28/06/2020,STRATHBOGIE,2,0,
29/06/2020,STRATHBOGIE,2,0,
30/06/2020,STRATHBOGIE,2,0,
1/07/2020,STRATHBOGIE,2,0,
2/07/2020,STRATHBOGIE,2,0,
3/07/2020,STRATHBOGIE,2,0,
4/07/2020,STRATHBOGIE,2,0,
5/07/2020,STRATHBOGIE,2,0,
6/07/2020,STRATHBOGIE,2,0,
7/07/2020,STRATHBOGIE,2,0,
8/07/2020,STRATHBOGIE,2,0,
9/07/2020,STRATHBOGIE,2,0,
10/07/2020,STRATHBOGIE,2,0,
11/07/2020,STRATHBOGIE,2,0,
12/07/2020,STRATHBOGIE,2,0,
13/07/2020,STRATHBOGIE,2,0,
14/07/2020,STRATHBOGIE,2,0,
15/07/2020,STRATHBOGIE,2,0,
16/07/2020,STRATHBOGIE,2,0,
17/07/2020,STRATHBOGIE,2,0,
18/07/2020,STRATHBOGIE,2,0,
19/07/2020,STRATHBOGIE,2,0,
20/07/2020,STRATHBOGIE,2,0,
21/07/2020,STRATHBOGIE,2,0,
22/07/2020,STRATHBOGIE,2,0,
23/07/2020,STRATHBOGIE,2,0,
24/07/2020,STRATHBOGIE,2,0,
25/07/2020,STRATHBOGIE,2,0,
26/07/2020,STRATHBOGIE,2,0,
27/07/2020,STRATHBOGIE,2,0,
28/07/2020,STRATHBOGIE,2,0,
29/07/2020,STRATHBOGIE,2,0,
30/07/2020,STRATHBOGIE,2,0,
7/05/2020,SURF COAST,10,0,
8/05/2020,SURF COAST,10,0,
9/05/2020,SURF COAST,10,0,
10/05/2020,SURF COAST,10,0,
11/05/2020,SURF COAST,10,0,
12/05/2020,SURF COAST,10,0,
13/05/2020,SURF COAST,10,0,
14/05/2020,SURF COAST,10,0,
15/05/2020,SURF COAST,10,0,
16/05/2020,SURF COAST,10,0,
17/05/2020,SURF COAST,10,0,
18/05/2020,SURF COAST,10,0,
19/05/2020,SURF COAST,10,0,
20/05/2020,SURF COAST,10,0,
21/05/2020,SURF COAST,9,0,
22/05/2020,SURF COAST,9,0,
23/05/2020,SURF COAST,9,0,
24/05/2020,SURF COAST,9,0,
25/05/2020,SURF COAST,9,0,
26/05/2020,SURF COAST,9,0,
27/05/2020,SURF COAST,9,0,
28/05/2020,SURF COAST,9,0,
29/05/2020,SURF COAST,9,0,
30/05/2020,SURF COAST,9,0,
31/05/2020,SURF COAST,9,0,
1/06/2020,SURF COAST,9,0,
2/06/2020,SURF COAST,9,0,
3/06/2020,SURF COAST,9,0,
4/06/2020,SURF COAST,9,0,
5/06/2020,SURF COAST,9,0,
6/06/2020,SURF COAST,9,0,
7/06/2020,SURF COAST,9,0,
8/06/2020,SURF COAST,9,0,
9/06/2020,SURF COAST,9,0,
10/06/2020,SURF COAST,9,0,
11/06/2020,SURF COAST,9,0,
12/06/2020,SURF COAST,9,0,
13/06/2020,SURF COAST,9,0,
14/06/2020,SURF COAST,9,0,
15/06/2020,SURF COAST,9,0,
16/06/2020,SURF COAST,9,0,
17/06/2020,SURF COAST,10,1,
18/06/2020,SURF COAST,9,0,
19/06/2020,SURF COAST,9,0,
20/06/2020,SURF COAST,9,0,
21/06/2020,SURF COAST,9,0,
22/06/2020,SURF COAST,9,0,
23/06/2020,SURF COAST,9,0,
24/06/2020,SURF COAST,9,0,
25/06/2020,SURF COAST,9,0,
26/06/2020,SURF COAST,9,0,
27/06/2020,SURF COAST,9,0,
28/06/2020,SURF COAST,9,0,
29/06/2020,SURF COAST,9,0,
30/06/2020,SURF COAST,9,0,
1/07/2020,SURF COAST,9,0,
2/07/2020,SURF COAST,9,0,
3/07/2020,SURF COAST,9,0,
4/07/2020,SURF COAST,9,0,
5/07/2020,SURF COAST,9,0,
6/07/2020,SURF COAST,9,0,
7/07/2020,SURF COAST,9,0,
8/07/2020,SURF COAST,10,1,
9/07/2020,SURF COAST,10,1,
10/07/2020,SURF COAST,10,1,
11/07/2020,SURF COAST,10,1,
12/07/2020,SURF COAST,10,1,
13/07/2020,SURF COAST,10,1,
14/07/2020,SURF COAST,10,1,
15/07/2020,SURF COAST,10,1,
16/07/2020,SURF COAST,10,1,
17/07/2020,SURF COAST,10,1,
18/07/2020,SURF COAST,10,1,
19/07/2020,SURF COAST,10,1,
20/07/2020,SURF COAST,10,1,
21/07/2020,SURF COAST,13,4,
22/07/2020,SURF COAST,12,2,
23/07/2020,SURF COAST,14,4,
24/07/2020,SURF COAST,14,4,
25/07/2020,SURF COAST,14,4,
26/07/2020,SURF COAST,14,4,
27/07/2020,SURF COAST,13,4,
28/07/2020,SURF COAST,13,3,
29/07/2020,SURF COAST,13,3,
30/07/2020,SURF COAST,14,4,
7/05/2020,SWAN HILL,3,0,
8/05/2020,SWAN HILL,3,0,
9/05/2020,SWAN HILL,3,0,
10/05/2020,SWAN HILL,3,0,
11/05/2020,SWAN HILL,3,0,
12/05/2020,SWAN HILL,3,0,
13/05/2020,SWAN HILL,3,0,
14/05/2020,SWAN HILL,3,0,
15/05/2020,SWAN HILL,3,0,
16/05/2020,SWAN HILL,3,0,
17/05/2020,SWAN HILL,3,0,
18/05/2020,SWAN HILL,3,0,
19/05/2020,SWAN HILL,3,0,
20/05/2020,SWAN HILL,3,0,
21/05/2020,SWAN HILL,3,0,
22/05/2020,SWAN HILL,3,0,
23/05/2020,SWAN HILL,3,0,
24/05/2020,SWAN HILL,3,0,
25/05/2020,SWAN HILL,3,0,
26/05/2020,SWAN HILL,3,0,
27/05/2020,SWAN HILL,3,0,
28/05/2020,SWAN HILL,3,0,
29/05/2020,SWAN HILL,3,0,
30/05/2020,SWAN HILL,3,0,
31/05/2020,SWAN HILL,3,0,
1/06/2020,SWAN HILL,3,0,
2/06/2020,SWAN HILL,3,0,
3/06/2020,SWAN HILL,3,0,
4/06/2020,SWAN HILL,3,0,
5/06/2020,SWAN HILL,3,0,
6/06/2020,SWAN HILL,3,0,
7/06/2020,SWAN HILL,3,0,
8/06/2020,SWAN HILL,3,0,
9/06/2020,SWAN HILL,3,0,
10/06/2020,SWAN HILL,3,0,
11/06/2020,SWAN HILL,3,0,
12/06/2020,SWAN HILL,3,0,
13/06/2020,SWAN HILL,3,0,
14/06/2020,SWAN HILL,3,0,
15/06/2020,SWAN HILL,3,0,
16/06/2020,SWAN HILL,3,0,
17/06/2020,SWAN HILL,3,0,
18/06/2020,SWAN HILL,3,0,
19/06/2020,SWAN HILL,3,0,
20/06/2020,SWAN HILL,3,0,
21/06/2020,SWAN HILL,3,0,
22/06/2020,SWAN HILL,3,0,
23/06/2020,SWAN HILL,4,1,
24/06/2020,SWAN HILL,4,1,
25/06/2020,SWAN HILL,4,1,
26/06/2020,SWAN HILL,4,1,
27/06/2020,SWAN HILL,4,1,
28/06/2020,SWAN HILL,4,1,
29/06/2020,SWAN HILL,4,1,
30/06/2020,SWAN HILL,4,1,
1/07/2020,SWAN HILL,4,1,
2/07/2020,SWAN HILL,4,0,
3/07/2020,SWAN HILL,4,0,
4/07/2020,SWAN HILL,4,0,
5/07/2020,SWAN HILL,4,0,
6/07/2020,SWAN HILL,4,0,
7/07/2020,SWAN HILL,4,0,
8/07/2020,SWAN HILL,4,0,
9/07/2020,SWAN HILL,4,0,
10/07/2020,SWAN HILL,4,0,
11/07/2020,SWAN HILL,4,0,
12/07/2020,SWAN HILL,5,1,
13/07/2020,SWAN HILL,5,1,
14/07/2020,SWAN HILL,5,1,
15/07/2020,SWAN HILL,5,1,
16/07/2020,SWAN HILL,5,1,
17/07/2020,SWAN HILL,5,1,
18/07/2020,SWAN HILL,5,1,
19/07/2020,SWAN HILL,5,1,
20/07/2020,SWAN HILL,5,1,
21/07/2020,SWAN HILL,5,1,
22/07/2020,SWAN HILL,6,2,
23/07/2020,SWAN HILL,6,2,
24/07/2020,SWAN HILL,6,2,
25/07/2020,SWAN HILL,6,2,
26/07/2020,SWAN HILL,6,2,
27/07/2020,SWAN HILL,6,2,
28/07/2020,SWAN HILL,6,2,
29/07/2020,SWAN HILL,6,2,
30/07/2020,SWAN HILL,6,2,
14/07/2020,TOWONG,0,0,
15/07/2020,TOWONG,0,0,
16/07/2020,TOWONG,0,0,
17/07/2020,TOWONG,0,0,
19/07/2020,TOWONG,0,0,
20/07/2020,TOWONG,0,0,
21/07/2020,TOWONG,0,0,
22/07/2020,TOWONG,0,0,
23/07/2020,TOWONG,0,0,
24/07/2020,TOWONG,0,0,
25/07/2020,TOWONG,0,0,
26/07/2020,TOWONG,0,0,
27/07/2020,TOWONG,0,0,
28/07/2020,TOWONG,0,0,
29/07/2020,TOWONG,0,0,
30/07/2020,TOWONG,0,0,
9/05/2020,UNDER INVESTIGATION,0,3,
10/05/2020,UNDER INVESTIGATION,0,3,
7/05/2020,UNKNOWN,1,1,
8/05/2020,UNKNOWN,1,1,
11/05/2020,UNKNOWN,3,4,
14/05/2020,UNKNOWN,1,1,
15/05/2020,UNKNOWN,1,1,
16/05/2020,UNKNOWN,4,2,
17/05/2020,UNKNOWN,8,7,
18/05/2020,UNKNOWN,8,6,
19/05/2020,UNKNOWN,6,6,
20/05/2020,UNKNOWN,2,2,
21/05/2020,UNKNOWN,1,1,
23/05/2020,UNKNOWN,2,0,
25/05/2020,UNKNOWN,2,2,
26/05/2020,UNKNOWN,2,2,
27/05/2020,UNKNOWN,2,1,
28/05/2020,UNKNOWN,3,3,
29/05/2020,UNKNOWN,1,1,
30/05/2020,UNKNOWN,5,4,
31/05/2020,UNKNOWN,2,2,
2/06/2020,UNKNOWN,1,1,
3/06/2020,UNKNOWN,5,4,
4/06/2020,UNKNOWN,3,3,
5/06/2020,UNKNOWN,5,5,
6/06/2020,UNKNOWN,5,5,
7/06/2020,UNKNOWN,4,4,
9/06/2020,UNKNOWN,2,2,
13/06/2020,UNKNOWN,2,2,
14/06/2020,UNKNOWN,2,1,
16/06/2020,UNKNOWN,1,1,
17/06/2020,UNKNOWN,12,8,
17/06/2020,UNKNOWN,12,12,
18/06/2020,UNKNOWN,8,8,
19/06/2020,UNKNOWN,9,9,
20/06/2020,UNKNOWN,9,9,
21/06/2020,UNKNOWN,11,11,
22/06/2020,UNKNOWN,4,4,
23/06/2020,UNKNOWN,2,0,
24/06/2020,UNKNOWN,2,2,
25/06/2020,UNKNOWN,22,18,
26/06/2020,UNKNOWN,21,15,
27/06/2020,UNKNOWN,19,13,
28/06/2020,UNKNOWN,15,10,
29/06/2020,UNKNOWN,15,11,
30/06/2020,UNKNOWN,13,9,
1/07/2020,UNKNOWN,21,13,
2/07/2020,UNKNOWN,24,16,
3/07/2020,UNKNOWN,21,15,
4/07/2020,UNKNOWN,25,21,
5/07/2020,UNKNOWN,20,15,
6/07/2020,UNKNOWN,24,19,
7/07/2020,UNKNOWN,25,20,
8/07/2020,UNKNOWN,34,29,
9/07/2020,UNKNOWN,34,28,
